8E-03 56   0.7   0.265732   0.034268       9.918      20.0       4.0       1.0
8E-03 57   0.8   0.190722   0.009278       0.501       1.0       4.0       1.0
8E-03 58   0.8   0.189670   0.010330       0.898       1.8       4.0       1.0
8E-03 59   0.8   0.189407   0.010593       0.997       2.0       4.0       1.0
8E-03 60   0.8   0.189144   0.010856       1.096       2.2       4.0       1.0
8E-03 61   0.8   0.185461   0.014539       2.484       5.0       4.0       1.0
8E-03 62   0.8   0.178885   0.021115       4.962      10.0       4.0       1.0
8E-03 63   0.8   0.165732   0.034268       9.918      20.0       4.0       1.0
6E-03  1   0.5   0.494000   0.006000       0.501       1.0       1.0       1.0
6E-03  2   0.5   0.493211   0.006789       0.898       1.8       1.0       1.0
6E-03  3   0.5   0.493014   0.006986       0.997       2.0       1.0       1.0
6E-03  4   0.5   0.492816   0.007184       1.096       2.2       1.0       1.0
6E-03  5   0.5   0.490054   0.009946       2.484       5.0       1.0       1.0
6E-03  6   0.5   0.485122   0.014878       4.962      10.0       1.0       1.0
6E-03  7   0.5   0.465393   0.034607      14.875      30.0       1.0       1.0
6E-03  8   0.7   0.294000   0.006000       0.501       1.0       1.0       1.0
6E-03  9   0.7   0.293211   0.006789       0.898       1.8       1.0       1.0
6E-03 10   0.7   0.293014   0.006986       0.997       2.0       1.0       1.0
6E-03 11   0.7   0.292816   0.007184       1.096       2.2       1.0       1.0
6E-03 12   0.7   0.290054   0.009946       2.484       5.0       1.0       1.0
6E-03 13   0.7   0.285122   0.014878       4.962      10.0       1.0       1.0
6E-03 14   0.7   0.265393   0.034607      14.875      30.0       1.0       1.0
6E-03 15   0.8   0.194000   0.006000       0.501       1.0       1.0       1.0
6E-03 16   0.8   0.193211   0.006789       0.898       1.8       1.0       1.0
6E-03 17   0.8   0.193014   0.006986       0.997       2.0       1.0       1.0
6E-03 18   0.8   0.192816   0.007184       1.096       2.2       1.0       1.0
6E-03 19   0.8   0.190054   0.009946       2.484       5.0       1.0       1.0
6E-03 20   0.8   0.185122   0.014878       4.962      10.0       1.0       1.0
6E-03 21   0.8   0.165393   0.034607      14.875      30.0       1.0       1.0
6E-03 22   0.5   0.493521   0.006479       0.501       1.0       2.5       1.0
6E-03 23   0.5   0.492732   0.007268       0.898       1.8       2.5       1.0
6E-03 24   0.5   0.492534   0.007466       0.997       2.0       2.5       1.0
6E-03 25   0.5   0.492337   0.007663       1.096       2.2       2.5       1.0
